Customer_ID,Gender,Age,City,Tenure_Months,Contract_Type,Plan_Type,Internet_Service,Payment_Method,Monthly_Charges,Total_Charges,Data_Usage_GB,Support_Calls,Late_Payments,Satisfaction_Score,Discount_Percent,Churn
CUST11442,Female,50,Kolkata,34,Yearly,Standard,DSL,UPI,1064.88,,104.9,1.0,0.0,7.0,0.0,No
CUST11443,Female,45,Ahmedabad,23,Monthly,Standard,Fiber,UPI,1239.38,28356.29,55.7,3.0,2.0,7.0,0.0,Yes
CUST11444,Male,64,Kolkata,34,Yearly,Basic,DSL,Cash,872.64,28041.72,107.7,1.0,1.0,8.0,5.0,No
CUST11445,Female,25,Bengaluru,16,Yearly,Premium,Fiber,UPI,1632.87,21953.73,219.9,0.0,0.0,9.0,15.0,No
CUST11446,Male,51,Mumbai,14,Monthly,Basic,DSL,UPI,747.32,9479.95,103.6,4.0,0.0,6.0,10.0,No
CUST11447,Male,52,Chennai,22,Monthly,Premium,DSL,Debit Card,1486.65,31768.14,100.1,3.0,0.0,7.0,5.0,Yes
CUST11448,Female,49,Jaipur,45,Quarterly,Standard,Fiber,Debit Card,1265.25,,105.3,4.0,2.0,6.0,20.0,No
CUST11449,Male,41,Ahmedabad,31,Monthly,Standard,Fiber,Debit Card,1323.96,41631.87,175.6,5.0,2.0,,0.0,No
CUST11450,Female,31,Ahmedabad,15,Monthly,Basic,Fiber,Credit Card,812.41,11759.06,88.0,2.0,1.0,7.0,5.0,Yes
CUST11451,Female,49,Delhi,20,Yearly,Basic,DSL,Credit Card,618.84,10979.55,139.4,3.0,0.0,5.0,10.0,No
CUST11452,Male,63,Hyderabad,39,Quarterly,Premium,DSL,Bank Transfer,1466.59,57108.42,108.4,2.0,0.0,8.0,0.0,No
CUST11453,Female,60,Hyderabad,26,Monthly,Premium,Fiber,UPI,1484.38,29346.79,123.0,2.0,0.0,7.0,25.0,No
CUST11454,Male,33,Bengaluru,24,Quarterly,Standard,Fiber,Credit Card,1180.06,27175.69,228.0,1.0,0.0,6.0,5.0,No
CUST11455,Male,21,Bengaluru,24,Monthly,Standard,DSL,Cash,1194.88,29343.7,175.1,2.0,0.0,6.0,0.0,No
CUST11456,Female,69,Kochi,8,Monthly,Standard,Fiber,UPI,1200.28,9605.73,160.1,1.0,3.0,7.0,0.0,Yes
CUST11457,Female,54,Mumbai,4,Yearly,Standard,,UPI,851.15,2536.66,4.8,3.0,2.0,5.0,5.0,No
CUST11458,Male,38,Mumbai,42,Yearly,Standard,Fiber,UPI,1167.96,44051.5,65.2,2.0,1.0,6.0,10.0,No
CUST11459,,31,Bengaluru,22,Monthly,Basic,Fiber,UPI,1020.4,16090.35,161.2,0.0,1.0,5.0,25.0,Yes
CUST11460,Female,48,Jaipur,24,Monthly,Premium,Fiber,UPI,1633.86,35224.1,151.3,4.0,0.0,7.0,10.0,No
CUST11461,Female,65,Chennai,16,Quarterly,Standard,Fiber,UPI,1162.56,16154.01,278.9,2.0,1.0,6.0,10.0,No
CUST11462,Female,35,Pune,52,Monthly,Basic,Fiber,UPI,1018.4,52910.23,127.2,1.0,0.0,8.0,0.0,No
CUST11463,Female,24,Jaipur,15,Monthly,Premium,Fiber,Credit Card,1614.81,24295.85,217.7,1.0,2.0,6.0,0.0,No
CUST11464,Male,27,Delhi,17,Monthly,Standard,Fiber,UPI,1166.8,17791.52,142.2,1.0,1.0,7.0,10.0,No
CUST11465,Female,24,Pune,42,Quarterly,Basic,DSL,Bank Transfer,582.95,20673.54,82.0,0.0,0.0,8.0,15.0,No
CUST11466,Male,50,Bengaluru,15,Monthly,Basic,DSL,Bank Transfer,760.99,10081.42,141.6,1.0,4.0,6.0,10.0,Yes
CUST11467,Male,40,Mumbai,25,Monthly,Standard,Fiber,Credit Card,1163.89,28209.17,113.2,5.0,1.0,6.0,5.0,No
CUST11468,Female,38,Ahmedabad,7,Monthly,Premium,DSL,Cash,1424.82,9117.37,101.9,1.0,3.0,7.0,10.0,No
CUST11469,Male,36,Kolkata,11,Monthly,Premium,,Debit Card,1220.33,11992.2,4.8,1.0,1.0,6.0,5.0,No
CUST11470,Female,65,Delhi,6,Monthly,Standard,,Bank Transfer,703.55,4287.76,5.4,1.0,0.0,9.0,0.0,No
CUST11471,Male,36,Delhi,23,Monthly,Basic,DSL,UPI,955.1,20529.44,116.4,2.0,,9.0,10.0,No
CUST11472,Female,53,Chennai,24,Monthly,Basic,DSL,Bank Transfer,694.5,15603.86,136.7,1.0,1.0,6.0,5.0,Yes
CUST11473,Male,46,Bengaluru,25,Yearly,Basic,Fiber,Cash,953.47,22452.54,144.6,2.0,0.0,5.0,5.0,No
CUST11474,Male,35,Mumbai,18,Monthly,Premium,Fiber,UPI,1582.49,25952.26,125.8,2.0,2.0,8.0,10.0,No
CUST11475,Female,19,Mumbai,19,Monthly,Premium,Fiber,Debit Card,1381.01,25811.6,130.4,2.0,0.0,6.0,0.0,Yes
CUST11476,Female,18,Mumbai,13,Yearly,Basic,DSL,Bank Transfer,738.14,8525.65,70.3,3.0,0.0,8.0,5.0,No
CUST11477,Male,64,Ahmedabad,16,Quarterly,Standard,DSL,Credit Card,1059.56,14475.18,94.6,3.0,2.0,,10.0,Yes
CUST11478,Male,22,Mumbai,7,Quarterly,Standard,Fiber,Credit Card,1156.39,8434.62,164.8,6.0,0.0,5.0,0.0,No
CUST11479,Female,37,Mumbai,27,Monthly,Basic,Fiber,UPI,1016.07,25125.25,114.8,4.0,1.0,6.0,10.0,No
CUST11480,Male,28,Hyderabad,35,Monthly,Standard,DSL,UPI,1193.36,39386.58,99.7,0.0,2.0,6.0,5.0,No
CUST11481,Female,59,Ahmedabad,19,Quarterly,Premium,Fiber,UPI,1622.97,25633.67,204.4,2.0,0.0,7.0,15.0,No
CUST11482,Male,19,Mumbai,19,Quarterly,Basic,Fiber,Debit Card,933.86,15516.86,173.9,0.0,0.0,9.0,15.0,No
CUST11483,Female,20,,23,Monthly,Premium,Fiber,Debit Card,1507.8,32882.58,140.8,1.0,2.0,7.0,5.0,Yes
CUST11484,Male,40,Delhi,51,Monthly,Basic,,Cash,457.5,22329.04,0.5,4.0,0.0,7.0,0.0,No
CUST11485,Female,29,,20,Yearly,Basic,Fiber,Debit Card,847.64,15443.44,224.4,0.0,1.0,9.0,10.0,No
CUST11486,Female,37,Chennai,21,Monthly,Basic,Fiber,UPI,1060.01,21292.88,222.1,0.0,0.0,8.0,,No
CUST11487,Male,22,Ahmedabad,72,Monthly,Premium,Fiber,UPI,1556.11,101530.17,174.4,2.0,1.0,10.0,10.0,No
CUST11488,Female,54,Kochi,18,Monthly,Standard,Fiber,Bank Transfer,1305.37,23916.34,130.5,3.0,3.0,6.0,0.0,No
CUST11489,Male,55,Ahmedabad,27,Yearly,Standard,Fiber,Credit Card,1142.2,28203.37,167.6,1.0,1.0,8.0,10.0,No
CUST11490,Female,47,Chennai,26,Yearly,Standard,Fiber,Bank Transfer,1123.02,27299.82,141.0,3.0,2.0,6.0,5.0,No
CUST11491,Female,26,Hyderabad,17,Quarterly,Standard,Fiber,UPI,1159.97,19043.06,35.2,1.0,0.0,8.0,0.0,Yes
CUST11492,Female,51,Bengaluru,28,Monthly,Premium,Fiber,Credit Card,1557.93,32972.82,167.0,3.0,2.0,6.0,25.0,Yes
CUST11493,Male,70,Kochi,6,Monthly,Standard,DSL,Credit Card,991.96,5663.4,92.4,2.0,1.0,8.0,5.0,No
CUST11494,Female,61,Delhi,19,Monthly,Premium,Fiber,UPI,1724.92,29819.32,140.1,1.0,0.0,5.0,10.0,Yes
CUST11495,Male,52,Bengaluru,11,Quarterly,Basic,DSL,Bank Transfer,745.67,7444.96,143.4,1.0,0.0,7.0,10.0,No
CUST11496,Female,69,,28,Quarterly,Standard,Fiber,Credit Card,1184.08,33876.56,265.0,2.0,1.0,5.0,0.0,No
CUST11497,Male,39,Delhi,6,Yearly,Standard,Fiber,Credit Card,1202.03,6275.37,114.8,0.0,0.0,,10.0,No
CUST11498,Male,61,Chennai,32,Monthly,Premium,DSL,Bank Transfer,1523.19,48763.04,108.6,0.0,0.0,6.0,0.0,No
CUST11499,Male,41,Chennai,1,Quarterly,Basic,Fiber,Credit Card,902.01,,162.6,3.0,1.0,5.0,15.0,Yes
CUST11500,Female,34,Hyderabad,27,Monthly,Standard,Fiber,UPI,1224.44,29316.4,205.3,3.0,0.0,6.0,10.0,No
CUST11501,Male,27,Ahmedabad,9,Monthly,Standard,Fiber,Cash,1281.41,12195.18,143.5,1.0,0.0,6.0,0.0,No
CUST11502,Female,47,Mumbai,14,Monthly,,DSL,UPI,964.48,12770.91,99.4,1.0,0.0,7.0,5.0,No
CUST11503,Male,63,Hyderabad,18,Monthly,Basic,DSL,Bank Transfer,682.98,12296.91,78.2,3.0,0.0,4.0,10.0,Yes
CUST11504,Male,40,Chennai,53,Yearly,Basic,Fiber,Bank Transfer,908.68,42672.28,180.9,4.0,0.0,8.0,10.0,Yes
CUST11505,Male,49,Pune,9,Monthly,Premium,DSL,UPI,1393.38,11334.98,97.5,2.0,3.0,7.0,10.0,Yes
CUST11506,Male,34,Kolkata,21,Yearly,Standard,,Credit Card,1181.43,24890.36,163.5,5.0,0.0,5.0,0.0,No
CUST11507,Female,67,Delhi,44,Monthly,Standard,,UPI,761.77,29113.65,6.8,3.0,0.0,7.0,15.0,No
CUST11508,Male,68,Pune,21,Monthly,Premium,Fiber,,1530.97,31709.45,224.2,1.0,0.0,8.0,0.0,No
CUST11509,Male,34,Bengaluru,30,Monthly,Basic,DSL,Bank Transfer,838.83,22350.39,81.5,6.0,1.0,4.0,10.0,Yes
CUST11510,Female,31,Jaipur,40,Monthly,Standard,Fiber,UPI,1170.65,46118.69,135.8,5.0,1.0,6.0,0.0,No
CUST11511,Male,26,,13,Monthly,Premium,Fiber,UPI,1563.3,21055.42,171.8,2.0,0.0,7.0,0.0,No
CUST11512,Male,57,Kolkata,15,Monthly,Premium,Fiber,Credit Card,1533.84,19846.0,113.9,4.0,3.0,6.0,10.0,No
CUST11513,Male,19,Bengaluru,9,Monthly,Standard,DSL,Debit Card,979.17,8873.06,49.4,4.0,1.0,5.0,0.0,Yes
CUST11514,Male,62,Mumbai,45,Yearly,Standard,DSL,Debit Card,967.0,,155.0,4.0,1.0,4.0,20.0,No
CUST11515,Female,42,Hyderabad,58,Quarterly,Standard,Fiber,Bank Transfer,1096.71,57817.13,257.9,0.0,0.0,9.0,10.0,No
CUST11516,Female,56,Jaipur,7,Quarterly,Premium,DSL,Debit Card,1393.7,8420.45,143.4,6.0,0.0,5.0,20.0,No
CUST11517,Male,26,Chennai,25,Monthly,Standard,DSL,Bank Transfer,1040.75,25574.64,122.1,2.0,0.0,7.0,5.0,Yes
CUST11518,Female,39,Jaipur,13,Monthly,Standard,DSL,UPI,1101.25,14402.84,117.8,0.0,0.0,8.0,0.0,Yes
CUST11519,Female,60,Hyderabad,14,Monthly,Basic,Fiber,Debit Card,893.24,11338.2,199.1,3.0,1.0,5.0,10.0,Yes
CUST11520,Male,63,Hyderabad,31,Yearly,Standard,Fiber,Credit Card,1119.4,34699.93,210.6,3.0,2.0,6.0,0.0,No
CUST11521,Female,21,Bengaluru,22,Monthly,Standard,Fiber,Cash,1156.69,24136.26,80.4,2.0,0.0,7.0,5.0,No
CUST11522,Male,43,Ahmedabad,29,Monthly,Standard,Fiber,Credit Card,1151.86,29757.3,224.7,4.0,2.0,5.0,10.0,Yes
CUST11523,Female,46,Mumbai,57,Quarterly,Standard,DSL,Cash,997.11,51843.07,69.2,0.0,1.0,9.0,10.0,No
CUST11524,Female,62,Jaipur,26,Monthly,Premium,DSL,Bank Transfer,1419.7,36648.83,29.7,2.0,1.0,6.0,0.0,No
CUST11525,Female,51,Jaipur,32,Yearly,Standard,DSL,Bank Transfer,1121.17,30354.62,56.3,2.0,0.0,6.0,15.0,No
CUST11526,Male,40,Kochi,40,Monthly,Basic,Fiber,Credit Card,953.9,35585.98,241.0,3.0,1.0,8.0,5.0,No
CUST11527,Female,54,Chennai,12,Monthly,Premium,DSL,Credit Card,1577.74,17454.72,,1.0,0.0,6.0,10.0,No
CUST11528,Male,28,Pune,34,Quarterly,Basic,Fiber,Debit Card,828.55,28967.0,213.5,4.0,2.0,6.0,0.0,No
CUST11529,Male,23,Kolkata,14,Monthly,Standard,,UPI,760.66,9001.29,2.1,2.0,1.0,8.0,5.0,No
CUST11530,Female,35,Bengaluru,8,Monthly,Premium,Fiber,Cash,1570.47,12081.2,192.6,2.0,1.0,7.0,10.0,Yes
CUST11531,Male,38,Chennai,28,Monthly,Basic,DSL,Bank Transfer,843.31,20439.85,88.3,2.0,1.0,5.0,15.0,No
CUST11532,Female,59,Bengaluru,8,Quarterly,Premium,DSL,Bank Transfer,1281.62,10375.52,110.0,5.0,0.0,5.0,5.0,No
CUST11533,Male,53,Hyderabad,22,Yearly,Standard,,Credit Card,859.11,17197.08,0.5,3.0,1.0,4.0,10.0,Yes
CUST11534,,58,Bengaluru,19,Quarterly,Standard,Fiber,UPI,1172.92,22585.73,159.8,4.0,1.0,7.0,0.0,No
CUST11535,Female,55,Mumbai,48,Yearly,Basic,,Debit Card,949.88,38921.2,160.1,1.0,2.0,8.0,15.0,No
CUST11536,Female,51,Delhi,8,Monthly,Standard,Fiber,Credit Card,1233.62,8382.42,171.8,4.0,0.0,7.0,10.0,No
CUST11537,Female,34,Hyderabad,26,Monthly,Premium,Fiber,Bank Transfer,1649.53,36394.06,187.2,3.0,3.0,6.0,15.0,Yes
CUST11538,Female,54,Pune,11,Monthly,Basic,DSL,Bank Transfer,789.21,8002.39,69.8,2.0,1.0,6.0,5.0,No
CUST11539,Male,42,Bengaluru,6,Quarterly,Standard,,UPI,1074.18,6988.03,3.6,2.0,0.0,6.0,0.0,No
CUST11540,Male,55,Hyderabad,3,Monthly,Basic,Fiber,Debit Card,1042.74,2837.08,156.2,2.0,0.0,5.0,5.0,Yes
CUST11541,Male,29,Mumbai,9,Quarterly,Basic,DSL,Debit Card,816.03,7221.35,178.1,6.0,0.0,6.0,5.0,No
CUST11542,Female,40,Chennai,8,Quarterly,Standard,DSL,Debit Card,,7545.46,,4.0,2.0,4.0,0.0,Yes
CUST11543,Male,70,Pune,3,Yearly,Basic,Fiber,Credit Card,869.94,3531.27,164.1,4.0,1.0,4.0,0.0,No
CUST11544,Female,59,Chennai,37,Monthly,Premium,Fiber,UPI,1691.93,53341.74,268.4,1.0,0.0,9.0,15.0,No
CUST11545,Male,39,Kolkata,43,Monthly,Standard,DSL,UPI,1145.03,48559.44,108.9,5.0,1.0,5.0,0.0,No
CUST11546,Female,38,Delhi,12,Monthly,,,Bank Transfer,781.94,8011.76,1.4,2.0,1.0,7.0,20.0,Yes
CUST11547,Male,44,Kolkata,15,Monthly,Basic,Fiber,UPI,740.07,11226.52,138.4,3.0,2.0,6.0,0.0,No
CUST11548,Male,48,Hyderabad,18,Yearly,Premium,Fiber,Bank Transfer,1453.44,20017.02,105.7,,0.0,8.0,25.0,No
CUST11549,Female,23,Hyderabad,39,Monthly,Basic,Fiber,Debit Card,993.81,30643.52,180.1,4.0,0.0,5.0,25.0,No
CUST11550,Male,44,Pune,40,Yearly,Standard,DSL,Cash,1158.83,44608.39,114.7,0.0,0.0,9.0,5.0,No
CUST11551,Female,57,Bengaluru,26,Yearly,Standard,Fiber,Cash,1201.38,23973.91,84.5,1.0,0.0,7.0,25.0,No
CUST11552,Male,51,Pune,25,Quarterly,Standard,Fiber,Debit Card,1225.91,25872.96,206.0,2.0,2.0,7.0,15.0,No
CUST11553,Male,29,Pune,14,Monthly,Standard,DSL,Credit Card,1192.59,16749.9,189.8,5.0,0.0,5.0,0.0,No
CUST11554,Female,62,Delhi,3,Monthly,Standard,DSL,Credit Card,1211.13,2728.47,94.3,4.0,2.0,5.0,20.0,No
CUST11555,Female,70,Bengaluru,17,Monthly,Basic,DSL,UPI,804.37,13019.11,175.2,3.0,0.0,8.0,0.0,No
CUST11556,Male,24,Bengaluru,44,Monthly,Standard,Fiber,UPI,1198.26,52508.9,,4.0,1.0,5.0,0.0,No
CUST11557,Male,27,Jaipur,13,Monthly,Standard,Fiber,Debit Card,1165.41,14202.91,,4.0,0.0,6.0,10.0,No
CUST11558,Male,62,Pune,16,Monthly,Standard,DSL,Bank Transfer,1027.48,16630.69,132.5,0.0,0.0,8.0,0.0,No
CUST11559,Male,34,Bengaluru,35,Quarterly,Basic,DSL,UPI,688.03,23497.76,89.5,2.0,1.0,5.0,0.0,No
CUST11560,Male,43,Delhi,16,Monthly,Basic,DSL,Credit Card,802.14,9571.75,114.1,1.0,0.0,7.0,25.0,Yes
CUST11561,Male,38,Chennai,18,Monthly,Basic,,Debit Card,539.49,6890.33,2.8,2.0,0.0,7.0,25.0,Yes
CUST11562,Female,45,Ahmedabad,35,Monthly,Basic,DSL,Cash,684.43,20594.9,83.3,1.0,0.0,8.0,15.0,No
CUST11563,Female,63,Bengaluru,3,Yearly,Standard,Fiber,UPI,1290.34,3335.4,208.0,1.0,0.0,7.0,5.0,No
CUST11564,Female,19,Mumbai,8,Quarterly,Standard,Fiber,UPI,1244.23,7685.57,169.9,1.0,1.0,5.0,20.0,No
CUST11565,Male,60,Jaipur,62,,Basic,DSL,Cash,770.61,47135.06,82.1,2.0,0.0,7.0,0.0,No
CUST11566,Male,18,Bengaluru,35,Quarterly,Standard,DSL,UPI,1037.15,29872.51,163.9,0.0,0.0,7.0,20.0,No
CUST11567,Male,68,Mumbai,38,Quarterly,Premium,Fiber,Debit Card,1636.57,59054.04,93.2,3.0,0.0,5.0,5.0,No
CUST11568,Female,70,Kochi,25,Yearly,Premium,DSL,Debit Card,1422.13,30163.63,48.5,3.0,1.0,7.0,15.0,No
CUST11569,Female,53,Pune,28,Monthly,Premium,Fiber,Credit Card,1821.53,46069.39,188.9,0.0,1.0,8.0,10.0,No
CUST11570,Male,68,Mumbai,13,Yearly,Basic,DSL,Credit Card,932.61,9296.2,98.8,3.0,0.0,7.0,25.0,No
CUST11571,Male,43,Bengaluru,70,Monthly,Basic,Fiber,Bank Transfer,834.62,49317.23,280.4,1.0,0.0,8.0,15.0,No
CUST11572,Female,46,Bengaluru,17,Yearly,Premium,Fiber,UPI,1579.22,21595.63,125.2,2.0,0.0,8.0,20.0,No
CUST11573,Female,38,Mumbai,39,Monthly,Basic,DSL,UPI,678.11,23847.72,61.3,1.0,0.0,8.0,10.0,No
CUST11574,Female,28,Jaipur,15,Yearly,Basic,Fiber,Credit Card,749.95,10072.69,292.9,5.0,1.0,8.0,15.0,No
CUST11575,,57,Hyderabad,13,Yearly,Standard,Fiber,Credit Card,1336.55,15144.8,203.0,2.0,0.0,9.0,15.0,No
CUST11576,Male,28,Kolkata,21,Monthly,Basic,Fiber,Debit Card,888.02,,116.2,3.0,0.0,7.0,0.0,No
CUST11577,Male,53,Jaipur,26,,Premium,DSL,Cash,1362.46,31893.64,69.0,3.0,1.0,4.0,10.0,No
CUST11578,Female,66,Hyderabad,46,Monthly,Standard,DSL,Cash,911.37,41816.88,93.9,2.0,1.0,9.0,0.0,No
CUST11579,Female,56,Mumbai,72,Monthly,Standard,,UPI,867.83,53165.62,4.8,4.0,0.0,6.0,15.0,No
CUST11580,Male,57,Chennai,10,Monthly,Premium,DSL,Credit Card,1478.66,14770.32,88.8,2.0,0.0,8.0,0.0,No
CUST11581,Male,52,Jaipur,32,Yearly,Basic,DSL,UPI,782.92,18869.49,143.2,1.0,0.0,8.0,25.0,No
CUST11582,Female,51,Ahmedabad,22,Monthly,Standard,Fiber,Cash,1285.62,26135.44,157.7,5.0,1.0,5.0,5.0,Yes
CUST11583,,64,Bengaluru,4,Quarterly,Standard,Fiber,Credit Card,,4766.8,129.4,0.0,0.0,7.0,0.0,Yes
CUST11584,Female,41,Pune,52,Quarterly,Standard,Fiber,Credit Card,1097.01,46353.98,248.6,2.0,0.0,7.0,20.0,Yes
CUST11585,Female,39,Chennai,16,Yearly,Basic,DSL,Bank Transfer,,10277.05,112.6,1.0,1.0,4.0,0.0,Yes
CUST11586,Male,22,Jaipur,15,Quarterly,Standard,DSL,Credit Card,1127.97,16004.03,176.3,1.0,1.0,6.0,5.0,No
CUST11587,Female,50,Bengaluru,52,Monthly,Premium,Fiber,UPI,1550.58,68641.19,142.6,3.0,0.0,,15.0,No
CUST11588,Male,53,Chennai,20,Monthly,Basic,Fiber,Credit Card,782.69,15567.85,213.3,3.0,1.0,6.0,0.0,No
CUST11589,Female,64,Jaipur,43,Monthly,Basic,Fiber,Debit Card,790.11,31993.47,156.7,3.0,1.0,7.0,5.0,No
CUST11590,Female,37,Hyderabad,18,Quarterly,Basic,Fiber,Bank Transfer,974.95,16254.52,102.4,2.0,3.0,5.0,10.0,No
CUST11591,Male,36,Hyderabad,29,Monthly,Standard,DSL,Debit Card,1123.55,23918.67,85.4,1.0,2.0,8.0,25.0,No
CUST11592,Female,52,Bengaluru,19,Monthly,Basic,DSL,UPI,760.26,13415.61,91.3,1.0,3.0,6.0,0.0,No
CUST11593,Male,69,Mumbai,11,Yearly,,DSL,Credit Card,1374.58,15764.74,27.8,3.0,2.0,6.0,0.0,No
CUST11594,Male,60,,30,Monthly,,Fiber,Bank Transfer,1194.96,33411.39,,0.0,0.0,,5.0,No
CUST11595,Female,34,Kochi,35,Quarterly,Standard,,Bank Transfer,837.23,,1.7,0.0,1.0,8.0,5.0,No
CUST11596,Male,62,Delhi,21,Monthly,Standard,Fiber,UPI,1164.76,23043.1,149.4,2.0,2.0,6.0,5.0,No
CUST11597,Male,60,Hyderabad,3,Monthly,Standard,Fiber,UPI,1254.71,4515.26,244.5,0.0,0.0,8.0,0.0,No
CUST11598,Male,51,Pune,8,Monthly,Standard,DSL,Debit Card,1011.6,7159.53,106.5,5.0,1.0,,10.0,Yes
CUST11599,Male,26,Mumbai,14,Monthly,Standard,Fiber,Debit Card,1243.22,13653.37,173.3,1.0,0.0,8.0,20.0,No
CUST11600,Male,43,Hyderabad,50,Yearly,Standard,,UPI,1226.71,61779.3,221.6,4.0,1.0,5.0,0.0,No
CUST11601,Male,19,Kolkata,20,Monthly,Basic,Fiber,,784.68,16313.49,128.2,2.0,1.0,,0.0,No
CUST11602,Female,70,Ahmedabad,49,Monthly,Basic,DSL,Cash,909.47,40917.44,96.5,1.0,0.0,8.0,10.0,No
CUST11603,Male,26,Pune,40,Quarterly,Basic,DSL,Debit Card,796.15,30590.01,111.0,0.0,0.0,8.0,0.0,Yes
CUST11604,Female,26,Pune,15,Quarterly,Standard,DSL,Credit Card,922.59,11465.0,81.5,5.0,2.0,4.0,10.0,No
CUST11605,Female,57,Bengaluru,24,Quarterly,Basic,DSL,Bank Transfer,635.05,14696.64,82.1,1.0,1.0,7.0,0.0,No
CUST11606,Male,34,Kochi,35,Yearly,Standard,Fiber,UPI,1326.73,43554.9,211.8,3.0,0.0,,5.0,No
CUST11607,Female,18,Bengaluru,12,Quarterly,Premium,Fiber,Credit Card,1614.38,18157.35,217.4,1.0,0.0,9.0,5.0,Yes
CUST11608,Female,42,Kolkata,33,Monthly,Basic,Fiber,Debit Card,944.86,31205.77,252.4,5.0,0.0,7.0,0.0,No
CUST11609,Male,60,Mumbai,31,Yearly,Standard,DSL,Credit Card,1081.03,28580.91,69.2,2.0,1.0,7.0,15.0,No
CUST11610,Male,57,,11,Monthly,Standard,Fiber,Cash,1286.99,11602.42,170.2,2.0,1.0,7.0,20.0,No
CUST11611,Male,59,Kolkata,29,Monthly,Standard,,UPI,940.55,25563.36,4.8,2.0,1.0,8.0,5.0,No
CUST11612,Female,42,Kolkata,20,Monthly,Standard,Fiber,UPI,1129.79,20291.2,185.5,2.0,2.0,6.0,10.0,Yes
CUST11613,Female,56,Mumbai,7,Monthly,Premium,DSL,Cash,1490.26,10400.53,46.1,3.0,1.0,7.0,0.0,Yes
CUST11614,Male,52,Hyderabad,14,Monthly,Basic,,UPI,437.6,5522.2,4.2,1.0,0.0,8.0,10.0,No
CUST11615,Male,20,Pune,14,Monthly,Basic,Fiber,Credit Card,812.97,9990.65,128.0,1.0,3.0,7.0,10.0,Yes
CUST11616,Female,67,Kolkata,55,Monthly,Standard,DSL,Debit Card,1025.73,56521.51,83.8,3.0,0.0,5.0,0.0,No
CUST11617,Female,54,Bengaluru,9,Yearly,Standard,Fiber,Cash,1063.96,9056.99,121.5,4.0,3.0,5.0,0.0,Yes
CUST11618,Female,61,Kochi,13,Yearly,Basic,Fiber,Debit Card,837.79,11751.55,168.4,4.0,3.0,4.0,0.0,Yes
CUST11619,Female,61,Jaipur,27,Quarterly,Basic,Fiber,Credit Card,726.21,19168.23,171.8,0.0,0.0,10.0,0.0,No
CUST11620,Male,68,Mumbai,22,Yearly,Standard,DSL,Debit Card,1048.4,20956.01,73.1,5.0,1.0,4.0,10.0,No
CUST11621,Female,47,Ahmedabad,18,Monthly,Basic,Fiber,Cash,1031.41,14690.07,229.8,3.0,0.0,5.0,20.0,Yes
CUST11622,Female,55,Chennai,18,Yearly,Premium,Fiber,Bank Transfer,1602.56,24273.4,199.7,3.0,3.0,4.0,15.0,Yes
CUST11623,Female,51,Hyderabad,38,Monthly,Standard,,UPI,852.79,30029.69,7.3,1.0,0.0,7.0,5.0,No
CUST11624,Female,29,Delhi,12,Monthly,Basic,Fiber,Bank Transfer,871.25,9661.37,229.9,2.0,0.0,8.0,5.0,No
CUST11625,Male,36,Chennai,9,Monthly,Standard,Fiber,Bank Transfer,1278.15,10807.04,173.7,3.0,1.0,8.0,5.0,No
CUST11626,Male,54,Kolkata,3,Monthly,Basic,,Debit Card,545.86,1184.42,3.2,2.0,2.0,6.0,10.0,No
CUST11627,Female,61,Hyderabad,15,Monthly,Standard,Fiber,Debit Card,,16184.19,124.0,2.0,1.0,6.0,5.0,No
CUST11628,Female,66,Pune,7,Monthly,Standard,Fiber,Credit Card,1213.57,9330.74,,3.0,3.0,7.0,0.0,No
CUST11629,Male,34,Pune,17,Monthly,Standard,DSL,Debit Card,1174.2,17929.88,96.4,1.0,0.0,9.0,10.0,No
CUST11630,Male,27,Kolkata,4,Monthly,Standard,Fiber,Bank Transfer,1085.81,4381.92,183.2,5.0,0.0,4.0,5.0,Yes
CUST11631,Female,66,Bengaluru,17,Monthly,Basic,Fiber,UPI,824.72,14639.82,231.0,5.0,0.0,5.0,0.0,No
CUST11632,Female,64,Ahmedabad,26,Yearly,Premium,Fiber,UPI,1591.65,40848.04,67.6,3.0,1.0,7.0,0.0,No
CUST11633,Male,29,Hyderabad,21,Monthly,Standard,DSL,UPI,1021.96,22347.62,134.8,3.0,0.0,7.0,0.0,No
CUST11634,Male,33,,32,Monthly,Basic,Fiber,Bank Transfer,933.6,27721.77,137.7,5.0,0.0,8.0,5.0,Yes
CUST11635,Male,41,Mumbai,42,Quarterly,Basic,Fiber,Debit Card,821.36,32771.65,158.8,2.0,1.0,6.0,5.0,No
CUST11636,Male,36,Hyderabad,25,Yearly,Basic,Fiber,Credit Card,857.62,21777.61,160.8,4.0,0.0,5.0,0.0,Yes
CUST11637,Male,25,Jaipur,21,Monthly,Basic,Fiber,Bank Transfer,904.2,19760.98,145.3,1.0,0.0,7.0,0.0,No
CUST11638,Male,48,Delhi,28,Yearly,Standard,DSL,Bank Transfer,1056.94,,30.0,2.0,0.0,8.0,0.0,No
CUST11639,Female,38,Kolkata,26,Monthly,Basic,Fiber,,1108.27,23103.68,166.9,3.0,1.0,6.0,20.0,No
CUST11640,Male,34,Bengaluru,35,Monthly,Premium,DSL,UPI,1512.66,53758.24,161.0,2.0,1.0,9.0,0.0,No
CUST11641,Male,40,Hyderabad,22,Monthly,Basic,Fiber,,776.75,16336.68,267.2,0.0,0.0,9.0,0.0,No
